ip_location,content,label
湖南,人家和我们生活的环境，和接受的教育不一样。观念有所差异，这也算正常的事！,1.0
贵州,快乐啊！！！！！[呲牙][呲牙][呲牙],1.0
江西,所以有什么用呢？,1.0
重庆,要孩子，就是百年之后你在这世界留下的那么一点印记。仅此而已！,0.0
辽宁,结婚的钱没算[doge],1.0
未知,我才不管别人，就是单纯喜欢孩子而已，我生孩子不是为别人生的[偷笑R]如果你都把自己当做给别人生孩子的工具，这个孩子不生也罢,0.0
韩国,不生孩子自己自愿选择进不进养老院，生了孩子不自愿也得进养老院[偷笑R],2.0
福建,一男一女 开心快乐[微笑],0.0
未知,好惨一女的[石化R][石化R][石化R]老公靠不住，婆婆还说坏话[笑哭R][笑哭R][笑哭R]最后自己整个阿Q精神胜利法[笑哭R],2.0
广东,一些事业单位的人材，生个小孩除开产假发岗位工资外，还有各种补贴，这样下来，还能多赚两三万，男人也有一头半个月的陪产假，小孩一出生就有单位的保险，未没一周岁还有什么奶粉钱，妈妈可以提前2个小时下班，怎样跟他们比？我怎么知道？因为隔壁的晒出来的，是什么单位？是珠海的某国企[偷笑R],1.0
北京,人间通透,1.0
未知,感谢分享！,1.0
福建,万一我来不及老就嘎了呢？那我有限的人生不就只剩下快乐了吗,1.0
IP未知,靠孩子养老呗,0.0
重庆,死了有人给你收尸,1.0
广东,我家婆她们把我老公的外公送进养老院了[暗中观察],2.0
未知,第八点是最不需要害怕的，死亡对谁都很公平，不是你身边有人，他就能把死神斩了，把你留下。佛教里人去世之后的特定时间里是不能够动身体的，痛如千刀万剐，如果身边有人早就给你各种折腾了,1.0
IP未知,我没生孩子，但我也没有钱。,2.0
广东,好多猫猫[灵机一动],1.0
辽宁,赠送各位四个大字《顺其自然》,1.0
四川,你会觉得哇，好神奇的小东西,0.0
浙江,当丁克成为普遍，相应的社会配套也会发展起来，轮不到咱们操心,2.0
广东,人类灭绝跟我没一毛钱关系[不失礼貌的微笑]姐妹们都单起来,2.0
重庆,爱自己错了吗？生孩子比起男人女人付出太多了，现在独立的女性付不是这样代价。谁都会权衡利弊，女人在这件事上没有任何利益可得？为什么要站在道德制高点绑架女性？,2.0
福建,我老家有一位亲戚，生了一男一女，她妈妈得癌症了医生叮嘱她女儿说叫她今天带她妈妈去医院化疗，可以多活几年，然后她女儿怕花钱就随便敷衍几句，一直拖，结果现在她妈妈病情恶劣了，过不了几天了，她怕村里人说她就跑去外地躲起来了，她儿子呢被家里人骂才回来的，所以我觉得生孩子没用[尬笑],2.0
未知,好厉害👍🏻做事情这么有条理 把生活安排得这么好的父母  值得拥有两个娃,0.0
未知,点赞少于十万的视频我都不看[捂脸],1.0
陕西,没生，三十岁鱼尾纹法令纹抬头纹已经很严重了，看起来干巴巴，我哭死[哭惹R][哭惹R],1.0
广东,刚刚正好心情很低落，带两个孩子真的好累好累好累啊，家里有干不完的家务，两个娃又整天妈妈妈妈妈妈的叫[泣不成声],2.0
浙江,确实老了 我感觉我到时候生完也会这样[哭惹R][哭惹R][哭惹R],0.0
浙江,属于是遥遥领先了我，19岁父母都去世了。直接顶到65-75的阶段，没有什么孤不孤单的，相对于孤单我更怕生小孩被气到爆血管，时间定格在35岁,2.0
未知,他是理解你。但你如果这辈子不生育，他肯定会离婚，不用想，肯定会。,1.0
四川,我宝宝来陪我。我谢谢宝宝选择我做妈妈。,0.0
河北,想让孩子体会我没有体会过的美好,0.0
山东,前几天我晚上在屋里听到我爸在和我妈说，等结婚了，给我们生两个大孙子就行了[尬笑],0.0
广东,养这么多猫[不失礼貌的微笑],1.0
未知,未育不育的人很少关心已育的人小孩教好了吗养小孩钱够不够小孩心理健康不健康能不能上大学找不找得到工作，已育的天天自己家不顾好小嘴叭叭叭管未育不育的干啥？吃饱了真是,1.0
四川,我觉得，不给社会添负担就很好了，现在极具老年化的时代全都在花未来的钱来填窟窿，根本就没必要让小孩来这世界上吃苦,2.0
广东,可以让你知道你的忍耐极限到哪里,1.0
浙江,二胎更明显。如果没有人一直帮忙带，又操心一胎又哺乳二胎，直接老十岁（眼观真实事件感悟）,1.0
浙江,我觉得没孩子需要一个强大的内心，不是因为孩子能帮你做什么，而是因为有孩子的道路目前是大众化的，对比自己差不多的阶层群体同事朋友未来10年20年是什么情况大部分都能看得到了，而丁克这条路在生活中还是少数，未知的总是让人害怕的，所以那么多人说没孩子等老了就知道苦了，其实就是对于未知的未来的焦虑。,0.0
未知,二十岁的时候不知道四十岁的想法，反正我是一会一变，带孩子肯定累,1.0
未知,体会爱和被爱的过程。,1.0
河北,我也觉得楼主生完之后整个人都变得极温柔,0.0
广东,第一个人一把岁数了还没活明白,1.0
未知,我巴不得不生孩子[偷笑R][偷笑R],2.0
上海,挺好的[微笑R]只要能自洽,1.0
吉林,古人说忠孝不能两全，这句话放到现在也合适，你选择培养一个有能力的人，能力越大责任越大，他势必要去报效国家社会，势必不会陪你身边，如果选择把孩子圈再身边，他势必回成为一个碌碌无为的平庸的人，势必会继承你的忙碌，贫穷，痛苦，然后为了下一代继续苦苦奋斗，所以，该怎么选呢,0.0
山东,通透[赞],1.0
未知,你有孩子么,1.0
浙江,我爱我儿,0.0
河北,现在人不生孩子是因为有更多事情可以做了，精神上有更多选择，归根结底还是社会环境和信息化泛滥，以前多穷，人们除了吃饭就是务工，没有别的事情和精神娱乐，所以一家至少四个,1.0
未知,哪里有 巴不得,1.0
未知,纪念逝去的青春。如果我小时候有人送我一台绝对辨音器，我现在绝对是音乐天才，我觉得有可能！,1.0
未知,我还以为是怀孕技术呢,1.0
辽宁,有用啊，当奴隶,2.0
山东,对我而言，我学历本科，工作压力大，虽然没有房贷车贷，但是对比周围人，我的条件是比较不好的，我可能只会生一个，我不想当别人家的孩子各种玩具的时候我还在纠结哪个玩具合适，别人家的孩子一堆堆衣服的时候，我在考虑买大一号穿的更久。,0.0
未知,这个不好说啊，我没办法去定义别人，不过作为个人的话我是不想的哈，主要我是学教育的哈，所以我知道要教育好一个小朋友是挺难的，而我并不觉得我能带好一个小朋友[笑哭R],2.0
重庆,最大区别是有孩子和没孩子[暗中观察R],1.0
广西,别把自己看的太重要,1.0
未知,不想不想 但又不能[发怒][发怒][发怒],2.0
湖北,我应该活不到75。,1.0
河南,如果生重病了在医院 老伴也死了 我该怎么办？[皱眉][皱眉][皱眉],0.0
江苏,地铁上看到那种年轻的妈妈，想说孩子这么小，肯定很年轻，但年龄是一回事，一看就是孩子妈的妇女了[笑哭R],1.0
未知,哲学家说人生都说没有意义[捂脸] 还说生孩子,2.0
广东,所以我和我老公一直没特意去要孩子，有就有，没有就没有[笑哭R][笑哭R][笑哭R],1.0
浙江,孩子太优秀，出了国，人财两空。,0.0
重庆,清醒点儿，活到退休都不错了，还想活到105...,1.0
新疆,生命的延续,0.0
贵州,[捂脸]大娘是过来人，养孩子没用。,2.0
江西,某些人爱生多生点[比心]国家靠你们了，反正我是靠不住的[比心],0.0
广东,40 50旅游有啥好玩的[失望R][失望R][失望R]都不是年轻时的风景了,1.0
浙江,奉劝大家  生活中别和自己三观不同的人多费口舌,1.0
未知,我晕要这样的话都不用结婚生子了 看看身边知道结婚生子好像都一般般工资,1.0
吉林,第三点说的就是我😭 责任感太强 (*꒦ິ⌓꒦ີ) 做不好会自责(˃⌑˂ഃ),1.0
重庆,我觉得说的对啊，有什么问题？,1.0
天津,找到对的人结婚很幸福，有了孩子也很快乐,0.0
北京,生一个得了，多了折寿30年[泪奔],0.0
未知,只能说我可以管好我自己的子宫 如果我想有一个小孩 那可以有 我不想有 那就不会有 父母很支持 暂时的想法是不婚不育 未来走一步看一步 对得起自己就行,1.0
未知,我的现实中几乎没有,1.0
未知,生完孩子3个月了，身材一塌糊涂，一周几次ƬᎥyab好啊？,0.0
未知,91，不想生，但又有压力。再拖一拖吧,2.0
重庆,看起来气血很好，很阳光呢！,1.0
重庆,我妈40多了还准备再跟我叔叔省一胎，我害怕婚姻,2.0
未知,生孩子的前提是 我已经给自己的孩子证明了人生是幸福的，但抱歉 我目前还没法证明。,2.0
未知,手动点赞，很客观真实的表述，希望更多的女生能看到，看进去。,1.0
广东,都别生，不能让下一代继续当韭菜，而且是喝核污水长大的韭菜，这叫行善积德,2.0
江西,真是这样，亲戚的亲戚有个考上清华大学唯一一个考出去了，也是个当官的，从不回家看父母，只有拿钱，两个老人也有退休工资，上半年疫情白肺走了，就烧的那天那天来了当晚飞机走了，还剩了一个母亲，搞得也老年痴呆，现在女儿照顾说如果意外走了不要叫我，房子卖了5个女儿解决，唯一一个崽[泪奔][泪奔],1.0
未知,人确实需要感情寄托，但是我不会把孩子当做感情寄托，养宠物，运动健身都可以,1.0
江苏,没有啊,1.0
广东,[呲牙]问一下玉米口感怎么样，是网上买的？,1.0
江苏,没用我也生了，别推荐给我了[舔屏],1.0
未知,一个人都过不好还想着靠孩子能消除孤独感，最后只会成为一个没有个人精神世界且控制欲强的家长。,2.0
北京,但我不喜欢离别，我也没有信心自己能有足够的心胸和智慧。所以更能打动我的是另一个观点：孩子是让我们生命有新鲜感的存在。[抱抱你],0.0
山东,感觉老了15岁,1.0
未知,86 不生咯,2.0
湖北,喜欢看你写的东西，很舒服，语言匮乏的我不知道怎么表达喜爱，以后会多多关注你要多写哦[皱眉R],1.0
未知,分娩一千多[笑哭R]社保补贴九成 自己给一百多[笑哭R],1.0
江苏,也不想想为什么不想生 一对男的急了[送心],2.0
安徽,生完浑身散发着母性光辉[doge]，眼里还是有光的,0.0
未知,我觉得父母跟孩子更多的是互相给予，互相照顾，但是现在有大部分父母，他们对孩子更多的是利用，因为现在的人大多数都是利己的，就是有的人他自己婚姻不幸福，他已经被他身边，父母给驯服了，说一定要当个贤妻良母，有时候他自己过的都不幸福，他还要劝别人结婚，这样的人，这个世界上有很多也不是没有,1.0
未知,结啊 结婚又不是为了生孩子,1.0
广西,但是她要求她子女生。[呲牙][呲牙]别人的最好不生,1.0
北京,我不能让我的孩子跟我受一样的苦,2.0
吉林,我都不一定能活到65[偷笑R][偷笑R],1.0
广西,这个奶奶看的很通透[猪头][赞],1.0
未知,没孩子但是有猫咪：7点两只猫在打架，把桌子上的东西都打下来了，开始收拾[哭惹R],1.0
广东,那我爸妈付出的更多  超出你的这个表了   我一直私立学校    爸妈还给我买房子,1.0
云南,去问问中国的第一批丁克就知道了[看],1.0
未知,穷的话 生不生都惨。 有钱的丁克不要太爽[偷笑R][偷笑R][偷笑R][偷笑R],1.0
未知,写的非常中肯。,1.0
北京,有个小闺密 饭搭子,0.0
未知,博主讲的很真实，我自己喜欢小孩才选择生娃，也不是为了所谓的防老。,0.0
河北,他们伴你成长，你们伴他们成长,0.0
未知,不要要,2.0
未知,还没，繁殖期还没到，再等几年看看[大笑R],1.0
北京,哈哈哈哈这个问题应该是真活到80岁上下还没孩子的人来现身说法才有说服力吧。都是年轻人的臆测，我现在看到60多岁没孩子的都说挺好，没啥后悔,1.0
江苏,看见没有，不生孩子可以活105岁！！！,2.0
重庆,还是得有钱吧，没钱可能真的还是只能靠原始的亲情依靠一下,1.0
加拿大,生了一个的非常理解和认同你。虽然我有一个，但也是刚结婚怀孕了就想着生就生了。可是无论如何谁劝也不会生第二个了，我也不喜欢小孩，虽然也不讨厌。我真的是责任感很强，母爱不足的人。对小孩，对父母都是凭着责任感在扮演者别人眼里的好妈妈好女儿。我和老公都期待着孩子上大学离开家我们解放的那一天。,0.0
山东,也就是个精神寄托，其他的没什么用,0.0
未知,女人心理身体金钱都准备好了，生一打都很欢乐。没有这些条件前提生一个估计都会抑郁后追随马克思去，养儿防老早过时了，剩下的都是养儿啃老。,1.0
广东,这是真的，特别生完二胎后，断崖式衰老。[哭惹R]聚会个个都说我怎么突然变憔悴很多[捂脸R],0.0
新疆,怎么说呢，我37岁生孩子，老公野比我小不少，当年我们也想丁，但是没你坚决，还是生了，41了，现在觉得有孩子虽然麻烦多但也挺幸福，其实无论如何选择，只要我们自己是个明亮的人，有没有孩子都会过的很好。,0.0
云南,有个很好奇的点 看见竹子（一个博主）生完孩子变得超好看 就是那种母性柔和的美 这个跟经济条件 保养还是运动有关啊,0.0
陕西,我女儿说 妈妈我长大了也不想和你分开[流泪],0.0
未知,我从来不思考这些，选择不婚不育就是为了自由，谁在乎哪天死，怎么死，我觉得八孩子带来是最对不起孩子的事儿，世界一点不美好,2.0
浙江,如果老了孩子不理我，是不是跟没有孩子一样[笑哭R],1.0
黑龙江,明白了，现在开始攒钱，到老了开养老院，直接入住[猪头],2.0
山东,奶奶真的好通透[赞][赞],1.0
未知,太长不看,1.0
江西,刚生完最好看，生完后真的衰老就会很快，然后眼里还无光,1.0
贵州,人类灭绝 ！地球：啥？还有这种好事[舔屏],1.0
安徽,要不是摆脱不了世俗，我也不想想！这世上多的是比生孩子更好玩的事情[哭惹R],2.0
未知,没钱[飞吻R],1.0
未知,正好我也不想生,2.0
江苏,伱那个年代，房子是单位分的[捂脸],1.0
广东,怎么能认识你,1.0
广东,你心态甘好，搵媒人婆更效率啊[捂脸],1.0
未知,如果说所谓的幸福是建立在，孩子将来去给别人当奴隶的基础上、建立在孩子将来一辈子上班、工作的基础上、建立在孩子将来痛苦的基础上，如果孩子的出生是为了继承焦虑、迷惘、贫穷、吃苦、受罪、受难、上班和工作，不生也是一种善良，而不是打着爱孩子的名义，干着伤害孩子的事,2.0
未知,这个问题，我可能回答不上来[失望R]不过我更反感的就是女人必须要结婚生子这样的人生才是完美的[捂脸R],1.0
上海,丁克就是有一方有问题 所以没孩子，丁克只是幌子,0.0
四川,现在的人有几个知道存钱养老的[笑哭],1.0
西藏,我八十几岁的外婆还要操心五个子女的生活，担心这个高血压担心那个糖尿病，没有享福，这么一看，还不如不生不养。当你生养孩子不是为了养老，不是为了所谓的延续基因，不求任何回报，而是有能力有决心把他培养成一个人格健全心理健康的完整的人，那么可以生。,0.0
未知,我一开始也不想有小孩，后来我听我奶奶一句话，她说，“要是我当面没生，那我现在可就一个人坐在这了，哪还能和你聊天”,0.0
未知,大部分孩子指望不上。,1.0
未知,我结扎了没想着结婚 除非他也把结扎证明拍在我面前 我才考虑结婚的,2.0
湖南,北京上海那些老一辈的采访就说的有水平得多,1.0
广东,刚生完好好看,0.0
陕西,是生命延续，是文化的延续，这可能说的有点大了！对于自己而言，理解了父母，理解了生活，生命的意义！有时候会觉得累，但是身体再累看见妻女，一下就充满活力！本想休息可听见“爸爸”的声音，这种何尝不是我们所追求的！,0.0
美国,65+ 有孩子的就很爽吗？[微笑R],1.0
未知,我老公是不想要孩子，我爸妈他爸妈天天骂他，他才同意生一个。当然我也不想生。,0.0
未知,还是要自己有钱，讨论完了不认账最后倒霉的也是自己,1.0
未知,结啊[笑哭R][笑哭R][笑哭R]梦寐以求,0.0
广东,你这样也是一种责任感，很多人自己都没活明白就生孩子,1.0
未知,都焦虑迷茫了，你也生呗，啥大不了的事，没必要折磨自己哈坚持不了可以不用坚持,0.0
广东,没啥区别，反而白胖了,1.0
辽宁,穷人请不要生孩子，谢谢,2.0
江苏,管那么多干嘛,1.0
广东,有孩子可快乐了,0.0
未知,我27岁，离异了，但是现在家里就总是给我介绍对象，催我结婚，最近又介绍一个，条件还不错，说什么都依着我，只不过我对他无感，说不上喜欢，但也说不上讨厌，但是我又不想结婚，不想生孩子，可是家里人又很满意，他33岁，我说我不想生孩子，他也说可以，我现在很纠结[哭惹R],2.0
北京,完了 我本来就不显年轻[笑哭R],1.0
重庆,孩子太治愈人了,0.0
河南,有孩子不是为了用[呲牙],0.0
未知,去看看医院的病房，有多少守在父母病床前的是儿女？绝大多数是老伴或护工。子女每天过来看看，张罗张罗与医生护士护工沟通，就已经非常不错了。当然，丁克连这个也没有。,2.0
广东,和我有同感 你是个好老婆[泣不成声],1.0
辽宁,这个全部文案可以发给我吗，我想存在记事本里，时不时拿出来看,1.0
未知,92年 结婚2年  越发不想要小孩，可能跟老公也有关系，他是真的懒，所以更坚定了，我觉得穷夫妻如果彼此很相爱，情绪都很稳定，要小孩也可以。但是男方不够勤快还是大直男就算了吧,2.0
广东,不知道是不是只有我一个人是这样的。儿子一岁了，我还是感觉不到幸福，感觉不到自己很爱他。每天睁眼就是他我也不知道这样的生活存在的意义在哪里[我想静静],2.0
上海,人的一生改变自己也很正常,1.0
广东,这种视频70后永远刷不到[尬笑][尬笑][尬笑][尬笑]天天推给00后干什么[尬笑],1.0
广东,生娃前会花心思打扮，穿漂亮衣服，怕被人比，生娃后，宽松衣服大裤衩，头发随手一扎，爱谁谁,0.0
上海,有没有孩子都可以是人生。,1.0
广东,真佩服博主如此清醒的头脑,1.0
山东,所有的人都是自私的，社会不会进步，环境不会变好，我们生的不是自己的希望，也不是国家的未来，二是我们自己爱情的结晶，我爱她，她也爱我，我们的小家有未来，我们的国家才会有希望。,0.0
河北,我觉得你生完更好看啊,0.0
北京,永远做自己，自由充实轻松。,1.0
山东,我其实很赞成博主的决定，一辈子其实很短暂，体验不同的乐趣，不同的生活挺好的，圆满。,1.0
未知,就是因为怕麻烦才丁克的啊～,2.0
未知,哪的孕前检查还收费？,1.0
安徽,不一定活到60啊，去体检了没，看看指标吧[偷笑R],1.0
四川,一个有孩 一个没孩,1.0
广东,[捂脸]作为一个90后来说 我不觉得生孩子未来就一定有依靠,2.0
云南,一个自私的人，她的快乐与众不同[赞][赞][赞],1.0
未知,现在养娃还要考虑抑郁的问题，我身边有好几个姐姐的娃初中就抑郁了，不上学不想学习，啥也不想干,1.0
未知,我们家也是刚养猫，猫猫这几天有点软便，猫砂踢的到处都是，昨天下班回家晚，回去看到猫粮吃完了，猫砂乱飞，家属坐在沙发上打游戏，我当时真的很生气，他就说他不适合养猫，我直接就说你是你不适合养孩子，不管是人还是动物。真的，养孩子糟心事更多吧，现在庆幸自己结婚三年多没瞎生孩子了,1.0
海南,通透之极,1.0
加拿大,我也94年已婚未育，我年底的还没满29岁，老公96年年初的，结婚3年了家里倒是不催，准备35岁再要小孩。,0.0
广东,怀着二胎的我怎么会进入丁克群[笑哭R]好奇的看了一遍评论[萌萌哒R],0.0
北京,生一个得了，多了折寿30年[泪奔],0.0
山东,明白了，不生孩子65岁噶掉，多么快乐的一生[doge],1.0
河南,开心就好嘛,1.0
内蒙古,五个月[害羞],1.0
未知,感觉就是在制造焦虑,1.0
四川,b j b j,1.0
海南,[赞][赞][赞],1.0
安徽,父母与孩子的关系不是恒久的占有，而是生命中一种深厚的缘分。,0.0
浙江,一生碌碌无为，唯一成感觉就是生了孩子，看着她开开心心，健健康康长大，我也不知道人生意义是什么。[泣不成声][泣不成声][泣不成声],0.0
浙江,一个只生你，不养你，出了事不帮你的人叫你生，你听吗？还有有必要对他孝吗？回答我的问题,1.0
未知,我36岁，生完宝宝一个多月。别恐慌，没有想象的那么可怕。,0.0
未知,……恰恰相反，我身边的女性包括我奶奶姑姑婆婆都是到了一定年龄还保持学习心态或者能力的，她们自己生活也能活的很好，相反她们的另一半到了相同年龄就失去了学习能力什么都不会…所以上面的人说的理由我并不能接受。孩子生来就是独立的个体，如果只是为了自己老有所依，自己想到啥也不会的父母是什么心态，再代入下孩子吧！,1.0
河北,"看到过一条评论，为什么要生小孩？
在三四十岁的某一天，你会突然发现，生命中最好的事，都已经发生过了，剩下的只是重复和老去，一年年，一天天。
而孩子会冲走重复，让生活重新变得未知。 Ta让你烦恼，让你牵挂，让你欢喜，让你惊讶，让你再经历一次童年，让你明白当年父母的心境，让你有理由买曾经求而不得的玩具，让你在痛苦时坚强，在危机中冷静，让你看到童年时的自己，看到他的勇敢，他的好奇，他的局促，他的不安，从而更好的理解自己，接受自己。
父母养育了孩子，孩子也陪伴了父母，父母和孩子滋养了彼此，也成就了彼此。在飞逝的时光中，他让未来有所期待。[泣不成声][泣不成声][泣不成声]",0.0
安徽,看完了感觉还是没什么用。[泪奔],1.0
山西,看见他的笑 心会融化,0.0
未知,一定要像这样。不然千万别结婚哈。反正不是我们,1.0
河北,生小孩就是为了气死你再把你的钱花光[捂脸],2.0
上海,我比较理解这个心里过程，因为前10年内心那些想玩想看的欲望满足了，想有个不一样的人生体会，所以考虑有个孩子，而之前都在满足自己的生活条件、想去看看世界的时候，是坚定不想被孩子束缚住的。现在的你，恰好是心态最平和的时候，也是最适合生孩子的时候。,0.0
四川,想当初没孩子的时候，甚至自己不想结婚，不想要孩子，觉得是负担，觉得是束缚。直到孩子出生后才发现做父母是世界上最幸福的事，没有任何事情可以比拟。爱他，保护他，陪伴他，和他一起欢乐、打闹。爱他，胜过一切。,0.0
未知,我不愿意，限量一个孩子够了。现在的孩子又不听话，要这么多干嘛？,0.0
河南,推给我干嘛[流泪]给我家长诶，他们总是刷不到这些[流泪],1.0
浙江,大家没必要去骂，因为人家毕竟也是老一辈，思想很[微笑][左上]所以不同人有不同的观点，尊重每一个人的观点，希望不要引起太大争议，真的感觉网暴很可怕[流泪],1.0
山东,因人而异吧，但如果我真不生孩子我就认我闺蜜的孩子当干儿子干闺女了哈哈哈哈哈哈,1.0
江苏,[赞][赞][赞],1.0
海南,我选择不生 我不会劝别人不生 我也不会嘲讽已经有宝宝的人,2.0
未知,87年男丁，福建人在合肥，医疗行业，已结扎，可去对方城市发展，蹲个女丁[笑哭R],2.0
未知,丁克根本就不用结婚,2.0
未知,选1和3的人，别的不说，起码他很狭隘,1.0
广东,我留着都给你[害羞],1.0
广西,可以多休假多钱,0.0
未知,我当了二十多年的孩子了，孩子有没有用我还能不知道？生来没用只会花钱偶尔惹你生气，这孩子不生也罢,2.0
广东,爱了爱了[比心],1.0
辽宁,如果我们的生活不能改变 孩子以后过我们同样的生活 那还要不要生？？,1.0
河南,孩子健康快乐就行！,0.0
浙江,对头发的影响很大啊,1.0
未知,什么样的待产包需要5千块,1.0
湖北,我…考研开始到结束的状态，跟你一模一样[哭惹R][哭惹R][哭惹R],1.0
未知,我就是穷人出来的，没有关系，真的累死了，不想生，感觉生了也是逃不过被🈹,2.0
北京,中年就已经很可怜了。不用等那么久,1.0
黑龙江,体态和心态，还有价值观会发生翻天覆地变化，尤其自己带娃的,1.0
广东,我接受不了,2.0
江苏,我做全职妈妈五年了，虽然每天都被生活琐事搞得脑仁疼，但是我从来没有后悔生下他们，看见他们一天天长大，很欣慰，很幸福,0.0
辽宁,遇到了什么都愿意，心甘情愿，一定会很幸福的,0.0
辽宁,直接说生不了不就行了吗[笑哭R],2.0
未知,孩子代表希望吧，没有孩子人生只剩下坡路了,0.0
未知,会吧，但是生完孩子就暂时不能工作，伸手要钱万一态度来了个一百八十度大转变多吓人，孩子要是天天自己照顾多吓人，还有生完孩子肉肉万一减不下去多吓人，回职场万一漏尿多吓人，惊奶了多吓人，万一……,0.0
未知,这种事肯定提前沟通吧,1.0
辽宁,陪着她重新过一遍我想要的童年，让她知道不小心打翻杯子不会被揍会被安慰，故意无所谓的态度打翻杯子会被揍[笑哭]想玩的游戏因为自己是大人了不好意思玩，洗脑让孩子喜欢拉她一起玩[笑哭],0.0
广东,[图片表情],1.0
河南,是你奶奶，在我们这属于自私自利的恶毒女人，光活自己[捂脸][捂脸][捂脸],1.0
北京,总结，不生孩子能活到105岁,1.0
辽宁,当富人的努力呗,1.0
广东,生完感觉没时间精力去打扮了，整个气质就变了,1.0
广东,关键女人39了，生产算高龄产妇,1.0
未知,不丁克也未必不是一个人离开……,2.0
未知,我对象都有这种想法，90后的,1.0
